City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,la passe,45.5549,-0.8967,24.13,67,13,7.34,FR,1685393540
361,salalah,17.0151,54.0924,29.05,84,20,1.03,OM,1685393540
362,nagqu,31.5,92.0,4.15,66,49,3.28,CN,1685393540
363,simanggang,1.2472,111.4528,23.99,94,100,0.0,MY,1685393541
364,kidal,18.4411,1.4078,36.07,14,25,10.15,ML,1685393541
365,kabare,-2.4683,28.8242,15.45,95,16,0.41,CD,1685393542
366,hauterive,46.0901,3.4459,20.42,83,0,1.93,FR,1685393542
367,ko pha ngan,9.7578,100.0291,26.11,74,100,6.72,TH,1685393542
368,zuni pueblo,35.0725,-108.8506,25.35,12,0,5.33,US,1685393542
369,suihua,46.6406,126.9969,10.75,74,5,1.83,CN,1685393543
370,strathmore,51.0501,-113.3852,27.15,23,3,2.06,CA,1685393543
371,newman,37.3138,-121.0208,26.8,43,60,3.13,US,1685393543
372,trincomalee,8.5711,81.2335,26.58,77,87,3.07,LK,1685393543
373,lamu,-2.2717,40.902,25.12,83,50,4.58,KE,1685393544
374,margherita,27.2833,95.6833,24.9,69,0,1.14,IN,1685393544
375,prainha,-1.8,-53.48,25.06,86,89,0.77,BR,1685393544
376,bodaybo,57.8506,114.1933,5.22,77,7,0.98,RU,1685393545
377,pudozh,61.8099,36.5345,6.27,79,42,1.87,RU,1685393545
378,trakai,54.6333,24.9333,17.19,83,59,1.07,LT,1685393545
379,kimbe,-5.5502,150.1429,24.19,89,97,1.74,PG,1685393546
380,kencong,-8.2833,113.3667,21.85,90,61,1.41,ID,1685393546
381,coquimbo,-29.9533,-71.3436,16.85,77,40,4.63,CL,1685393264
382,las terrenas,19.311,-69.5428,27.93,83,75,2.06,DO,1685393546
383,oropesa del mar,40.1,0.15,20.39,80,60,1.48,ES,1685393547
384,robore,-18.3333,-59.75,14.05,94,100,0.0,BO,1685393547
385,saint-joseph,-21.3667,55.6167,20.26,75,19,3.7,RE,1685393548
386,vila velha,-20.3297,-40.2925,23.97,73,75,4.12,BR,1685393548
387,iquique,-20.2208,-70.1431,20.02,74,6,3.79,CL,1685393273
388,diapaga,12.0708,1.7889,33.87,38,100,3.64,BF,1685393549
389,spartanburg,34.9496,-81.9321,25.64,51,75,2.06,US,1685393549
390,trongsa,27.5026,90.5072,12.4,93,9,1.26,BT,1685393549
391,eenhana,-17.4667,16.3333,19.74,24,73,2.94,NA,1685393549
392,saba,15.4667,-86.25,29.67,55,98,2.28,HN,1685393550
393,jinjing,24.575,118.5972,27.34,83,0,5.75,CN,1685393555
394,durres,41.3231,19.4414,17.1,82,6,0.72,AL,1685393555
395,sinjai,-5.1241,120.253,24.45,89,74,0.69,ID,1685393556
396,batouri,4.4333,14.3667,22.93,85,93,0.06,CM,1685393556
397,messkirch,47.9833,9.1167,16.64,87,9,2.85,DE,1685393557
398,mendoza,-32.8908,-68.8272,16.74,42,0,2.06,AR,1685392886
399,itoman,26.1247,127.6694,27.01,89,100,8.75,JP,1685393557
400,vorgashor,67.5833,63.95,8.3,88,100,6.02,RU,1685393557
401,mil'kovo,55.6078,37.7956,12.08,67,4,1.61,RU,1685393558
402,tremonton,41.7119,-112.1655,24.79,37,0,4.02,US,1685393558
403,san jose del guaviare,2.5729,-72.6459,30.77,61,78,0.66,CO,1685393558
404,kirensk,57.7853,108.1119,5.8,92,57,1.47,RU,1685393558
405,stoke gifford,51.5169,-2.5405,13.78,67,71,5.66,GB,1685393559
406,broken hill,-31.95,141.4333,11.31,89,6,2.12,AU,1685393559
407,boac,13.4463,121.84,28.52,78,100,5.91,PH,1685393559
408,filadelfia,39.9523,-75.1638,26.1,50,75,10.29,US,1685393419
409,kolonia town,6.964,158.206,25.0,94,100,1.54,FM,1685393560
410,rani,25.3503,73.3089,26.74,58,100,0.77,IN,1685393560
411,grand falls-windsor,48.9332,-55.6649,4.72,79,100,2.24,CA,1685393560
412,pauini,-7.7136,-66.9764,28.47,75,66,1.37,BR,1685393560
413,tevriz,57.509,72.4042,12.69,94,96,2.7,RU,1685393561
414,nar'yan-mar,67.6713,53.087,7.94,88,100,2.31,RU,1685393561
415,guane,22.2025,-84.0875,27.66,71,100,0.98,CU,1685393561
416,kingston,17.997,-76.7936,30.53,77,20,6.17,JM,1685393460
417,qarauyl,48.9451,79.255,15.04,43,100,6.5,KZ,1685393562
418,newnham,-41.3833,147.1333,12.95,95,100,7.2,AU,1685393562
419,hatta,24.1167,79.6,31.64,34,0,2.05,IN,1685393562
420,san matias,-16.3667,-58.4,22.82,77,100,0.81,BO,1685393563
421,bilajer,40.5681,50.0378,21.9,83,0,3.09,AZ,1685393563
422,puerto baquerizo moreno,-0.9,-89.6,28.55,74,40,4.12,EC,1685393563
423,petropavlovsk-kamchatsky,53.0452,158.6483,5.33,100,100,1.0,RU,1685393563
424,gurjaani,41.7429,45.8011,18.59,87,100,3.21,GE,1685393564
425,callao,-12.0667,-77.15,24.16,64,20,7.2,PE,1685393564
426,kailua-kona,19.6406,-155.9956,27.93,74,40,4.63,US,1685393564
427,dwarka,22.2394,68.9678,27.89,83,0,4.4,IN,1685393564
428,yangambi,0.8102,24.4336,21.13,96,75,0.23,CD,1685393565
429,neuhof,50.4531,9.6175,13.96,93,72,3.26,DE,1685393565
430,ust'-uda,54.1742,103.0304,9.86,52,100,2.41,RU,1685393565
431,silvan,38.1419,41.0081,15.16,89,99,1.45,TR,1685393566
432,rio rico,31.4715,-110.9765,32.8,15,0,5.66,US,1685393566
433,port said,31.2565,32.2841,20.99,78,40,3.6,EG,1685393566
434,qui nhon,13.7667,109.2333,26.35,85,75,1.94,VN,1685393566
435,mwene-ditu,-7.0,23.45,21.74,55,53,1.13,CD,1685393567
436,tobelo,1.7284,128.0095,26.39,82,47,2.12,ID,1685393428
437,minas de marcona,-15.2119,-75.1103,18.19,66,10,5.55,PE,1685393567
438,nova xavantina,-14.6667,-52.35,26.71,47,15,0.57,BR,1685393567
439,kununurra,-15.7667,128.7333,15.99,41,21,2.06,AU,1685393568
440,port-vila,-17.7338,168.3219,18.78,94,20,0.51,VU,1685393568
441,sola,-13.8833,167.55,26.38,70,58,7.33,VU,1685393568
442,ticul,20.4,-89.5333,40.28,22,91,0.48,MX,1685393569
443,watertown,42.3709,-71.1828,21.42,48,0,6.71,US,1685393274
444,nova vicosa,-17.8919,-39.3719,23.74,81,10,4.25,BR,1685393542
445,altai,46.3722,96.2583,4.38,87,71,1.38,MN,1685393571
446,trevelin,-43.0858,-71.4639,5.71,79,85,0.83,AR,1685393571
447,yamada,39.4667,141.95,13.61,94,90,2.91,JP,1685393571
448,sokcho,38.2083,128.5911,16.34,94,60,2.57,KR,1685393572
449,yinchuan,38.4681,106.2731,15.99,71,11,0.2,CN,1685393572
450,crane,31.3974,-102.3501,31.75,23,0,1.12,US,1685393572
451,gisborne,-38.6533,178.0042,13.95,89,73,2.66,NZ,1685393573
452,taltal,-25.4,-70.4833,18.38,75,26,2.7,CL,1685393301
453,kurchatov,51.6601,35.6521,15.23,80,62,2.98,RU,1685393573
454,brigantine,39.4101,-74.3646,20.67,74,0,9.26,US,1685393573
455,labuan bajo,-8.4964,119.8877,22.97,88,25,1.85,ID,1685393574
456,banjarmasin,-3.3244,114.591,25.08,94,8,0.89,ID,1685393574
457,davutlar,37.733,27.2944,21.9,83,99,1.68,TR,1685393574
458,lodja,-3.4833,23.4333,23.33,74,55,0.98,CD,1685393575
459,hasaki,35.7333,140.8333,20.12,96,100,3.63,JP,1685393575
460,likiep,9.8251,169.3107,27.2,78,100,2.73,MH,1685393576
461,nuuk,64.1835,-51.7216,3.34,65,20,4.63,GL,1685393460
462,tostado,-29.232,-61.7692,16.66,58,100,2.08,AR,1685393576
463,porangatu,-13.4408,-49.1486,29.43,34,86,0.2,BR,1685393577
464,khandyga,62.6667,135.6,11.97,46,87,1.42,RU,1685393578
465,bandar-e anzali,37.4727,49.4622,21.57,78,98,1.09,IR,1685393578
466,awantipur,33.9167,75.0167,12.96,91,100,0.06,IN,1685393578
467,glace bay,46.1969,-59.957,9.32,73,40,11.32,CA,1685393324
468,sisimiut,66.9395,-53.6735,-0.06,68,100,6.78,GL,1685393579
469,kanniyakumari,8.0833,77.5667,28.29,85,100,5.03,IN,1685393579
470,alaghsas,17.0187,8.0168,32.99,12,78,2.93,NE,1685393579
471,anguera,-12.151,-39.2453,23.94,78,51,3.64,BR,1685393580
472,lauro de freitas,-12.8944,-38.3272,28.01,69,20,3.09,BR,1685393580
473,la maddalena,41.2142,9.4083,19.03,85,90,3.88,IT,1685393580
474,midoun,33.8081,10.9923,21.92,78,84,9.54,TN,1685393580
475,zhezqazghan,47.7833,67.7667,20.45,24,54,3.53,KZ,1685393581
476,al kharj,24.155,47.3346,34.32,26,70,3.34,SA,1685393581
477,shimokizukuri,40.8061,140.3861,15.53,94,56,3.11,JP,1685393581
478,karratha,-20.7377,116.8463,18.1,45,68,5.04,AU,1685393583
479,kirakira,-10.4544,161.9205,27.8,78,94,5.04,SB,1685393583
480,xining,36.6167,101.7667,10.47,74,43,0.28,CN,1685393584
481,argo,37.6333,22.7333,18.21,76,36,0.21,GR,1685393584
482,perdoes,-21.0908,-45.0914,18.77,72,100,4.0,BR,1685393560
483,east london,-33.0153,27.9116,18.17,89,100,6.48,ZA,1685393584
484,goundam,16.4145,-3.6708,36.4,17,52,7.29,ML,1685393585
485,port augusta,-32.5,137.7667,12.66,88,89,0.62,AU,1685393585
486,mawlamyinegyunn,16.3833,95.2667,27.78,76,99,2.3,MM,1685393585
487,illizi,26.4833,8.4667,30.89,8,60,3.84,DZ,1685393585
488,mandalgovi,45.7625,106.2708,11.04,64,100,4.51,MN,1685393586
489,poronaysk,49.2167,143.1167,7.26,69,98,2.76,RU,1685393586
490,kayangel,8.0823,134.7173,28.88,77,86,4.28,PW,1685393586
491,ust-tsilma,65.441,52.1498,7.76,97,89,1.67,RU,1685393586
492,sitka,57.0531,-135.33,6.32,94,100,2.44,US,1685393587
493,pathein,16.7833,94.7333,27.57,79,94,2.72,MM,1685393587
494,rabo de peixe,37.8,-25.5833,17.73,77,20,3.6,PT,1685393587
495,pontianak,-0.0333,109.3333,24.99,100,20,0.51,ID,1685393588
496,coari,-4.085,-63.1414,28.35,74,100,0.64,BR,1685393588
497,severo-yeniseyskiy,60.3725,93.0408,6.28,74,15,1.42,RU,1685393589
498,tougue,11.4667,-11.6,28.58,41,82,2.07,GN,1685393589
499,kill devil hills,36.0307,-75.676,25.0,84,40,4.12,US,1685393589
500,uray,60.1247,64.7758,18.29,65,50,3.81,RU,1685393590
501,pazarlar,38.995,29.1258,12.97,91,77,1.84,TR,1685393595
502,tarakan,3.3,117.6333,26.78,83,100,2.53,ID,1685393596
503,sambava,-14.2667,50.1667,22.44,88,6,3.22,MG,1685393596
504,kapa'a,22.0752,-159.319,26.18,77,20,6.17,US,1685393596
505,eastham,41.8301,-69.9739,17.18,69,0,7.2,US,1685393597
506,alexandria,31.2156,29.9553,20.3,76,0,2.64,EG,1685393412
507,hadibu,12.65,54.0333,29.22,76,0,3.37,YE,1685393597
508,lyantonde,-0.4031,31.1572,17.06,92,16,1.42,UG,1685393597
509,mossendjo,-2.9506,12.7261,20.92,92,3,0.75,CG,1685393598
510,gaalkacyo,6.7697,47.4308,28.04,59,100,7.49,SO,1685393598
511,al hufuf,25.3646,49.5653,33.19,17,0,1.54,SA,1685393598
512,mar del plata,-38.0023,-57.5575,12.75,72,0,4.63,AR,1685393585
513,anloga,5.7947,0.8973,27.39,79,100,1.16,GH,1685393599
514,bodo,67.28,14.405,6.08,88,75,5.14,NO,1685393449
515,nogliki,51.8333,143.1667,3.42,89,100,7.92,RU,1685393599
516,priozersk,61.0393,30.1291,7.27,88,88,3.2,RU,1685393600
517,nanao,37.05,136.9667,18.48,97,89,2.44,JP,1685393600
518,robertsport,6.7533,-11.3686,27.84,79,100,3.85,LR,1685393600
519,chegdomyn,51.1167,133.0167,5.36,84,74,0.68,RU,1685393601
520,kabinda,-6.1333,24.4833,22.61,54,68,1.1,CD,1685393601
521,sakaiminato,35.55,133.2333,18.99,100,75,4.12,JP,1685393410
522,bohodukhiv,50.1647,35.5276,13.2,76,100,3.57,UA,1685393601
523,atasu,48.6814,71.6433,16.41,45,98,3.78,KZ,1685393602
524,tralee,52.2704,-9.7026,13.19,91,96,1.81,IE,1685393602
525,port hedland,-20.3167,118.5667,12.03,50,24,2.57,AU,1685393602
526,portland,45.5234,-122.6762,26.11,50,0,2.06,US,1685393397
527,pisco,-13.7,-76.2167,23.03,68,0,5.66,PE,1685393603
528,sweet home,44.3976,-122.7362,25.84,51,0,0.89,US,1685393603
529,corinth,37.9407,22.9573,18.27,70,7,0.39,GR,1685393603
530,wimpassing,48.1648,13.9863,17.77,57,40,3.6,AT,1685393604
531,afif,23.9065,42.9172,24.8,51,100,6.89,SA,1685393604
532,bubaque,11.2833,-15.8333,26.84,79,74,5.78,GW,1685393604
533,mikuni,36.2171,136.1519,16.95,96,100,4.19,JP,1685393605
534,cassilandia,-19.1133,-51.7342,22.55,68,88,2.77,BR,1685393605
535,jidong,45.2167,131.0833,10.0,74,60,2.17,CN,1685393605
536,latakia,35.5148,35.7768,20.1,84,2,3.77,SY,1685393599
537,nchelenge,-9.3451,28.734,22.16,64,78,1.65,ZM,1685393606
538,burlington,39.8835,-74.6413,23.94,57,20,8.75,US,1685393532
539,yekaterinoslavka,50.3734,129.1139,7.61,68,18,3.14,RU,1685393607
540,champerico,14.3,-91.9167,34.3,61,62,5.78,GT,1685393608
541,maun,-19.9833,23.4167,18.98,48,0,2.57,BW,1685393608
542,zeya,53.75,127.2667,8.78,71,97,0.99,RU,1685393609
543,goose creek,32.981,-80.0326,27.78,62,40,4.63,US,1685393138
544,cidreira,-30.1811,-50.2056,16.67,66,30,3.8,BR,1685393610
545,nadi,-17.8,177.4167,26.0,83,20,1.54,FJ,1685393392
546,doume,4.2333,13.45,21.3,94,82,0.9,CM,1685393610
547,barceloneta,18.4505,-66.5385,31.27,77,44,6.08,PR,1685393610
548,zacualtipan,20.65,-98.6,23.75,59,24,3.14,MX,1685393611
549,margate,51.3813,1.3862,11.06,78,67,5.81,GB,1685393611
550,yichun,47.7,128.9,6.51,76,45,0.78,CN,1685393611
551,katsuura,35.1333,140.3,19.01,95,100,4.06,JP,1685393612
552,tandil,-37.3217,-59.1332,10.94,77,100,3.14,AR,1685393612
553,starobaltachevo,56.0013,55.9213,12.31,73,0,2.2,RU,1685393612
554,lloydminster,53.2835,-110.0016,25.12,25,20,1.54,CA,1685393612
555,llerena,38.2354,-6.0739,13.69,70,65,3.51,ES,1685393613
556,palmas,-10.2128,-48.3603,32.93,46,20,1.54,BR,1685393543
557,rikaze,29.25,88.8833,10.04,45,0,1.66,CN,1685393613
558,bara uchana,29.4667,76.1667,25.78,61,83,2.8,IN,1685393614
559,carovigno,40.708,17.655,21.27,81,5,3.17,IT,1685393614
560,krasnokholm,51.5979,54.1567,23.16,32,95,4.21,RU,1685393614
561,novodvinsk,64.4165,40.8122,10.19,74,100,2.05,RU,1685393614
562,morden,49.1919,-98.1014,24.91,60,87,7.2,CA,1685393469
563,new norfolk,-42.7826,147.0587,13.17,65,100,1.34,AU,1685393615
564,palma soriano,20.2172,-75.9989,29.48,46,40,2.8,CU,1685393615
565,levuka,50.1834,-105.4011,23.85,43,75,3.09,CA,1685393615
566,klaksvik,62.2266,-6.589,9.51,80,4,5.46,FO,1685393616
567,saldanha,-33.0117,17.9442,12.03,94,100,6.12,ZA,1685393616
568,huarmey,-10.0681,-78.1522,24.09,74,14,5.13,PE,1685393616
569,jalai nur,49.45,117.7,10.42,43,1,2.08,CN,1685393617
570,medina,24.4686,39.6142,31.24,40,0,2.06,SA,1685393617
571,hobart,-42.8794,147.3294,13.36,73,75,1.03,AU,1685393617
572,chinde,26.8418,88.0763,18.83,65,0,2.44,NP,1685393618
573,magistral'nyy,56.1725,107.4458,5.41,92,76,1.4,RU,1685393618
574,uyskoye,54.3775,60.0047,17.75,61,90,1.88,RU,1685393618
575,pangody,65.85,74.4859,9.82,71,100,5.49,RU,1685393619
576,turkmenbasy,40.0222,52.9552,32.43,12,0,7.2,TM,1685393619
